report;sys_time;sim_state;net_op_name;net_op_code;roaming;net_type;call_state;data_state;data_act;data_rx;data_tx;gsm_neighbors;umts_neighbors;lte_neighbors;rssi_strongest;tech;mcc;mnc;lac_tac;node_id;cid;psc_pci;rssi;rsrq;rssnr;slev;gps;accuracy;lat;long;band;arfcn;bts_psc_pci;bts_band;bts_arfcn;site_name;site_lat;site_long;cell_name;azimuth;height;tilt_mech;tilt_el;
100;20210116154222;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;4811482;2168929;0;0;3;-76;LTE;405;857;63;5318;35;210;-65;-9;280;4;1;4;22.36393695;69.83600154;1800;1444;null;null;null;null;;;null;null;null;null;null;
101;20210116154223;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4811554;2169001;0;0;3;-76;LTE;405;857;63;5318;35;210;-65;-9;232;4;1;4;22.36395111;69.8360015;1800;1444;null;null;null;null;;;null;null;null;null;null;
102;20210116154224;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;4811626;2169073;0;0;1;-81;LTE;405;857;63;5318;35;210;-67;-8;232;4;1;4;22.3639654;69.83600268;1800;1444;null;null;null;null;;;null;null;null;null;null;
103;20210116154225;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;4849575;2174190;0;0;1;-81;LTE;405;857;63;5318;35;210;-67;-8;232;4;1;4;22.36397995;69.83600391;1800;1444;null;null;null;null;;;null;null;null;null;null;
104;20210116154226;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;4849575;2174190;0;0;1;-81;LTE;405;857;63;5318;35;210;-67;-8;232;4;1;4;22.36399395;69.8360053;1800;1444;null;null;null;null;;;null;null;null;null;null;
105;20210116154227;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;4849615;2174325;0;0;2;-82;LTE;405;857;63;5318;35;210;-68;-9;268;4;1;4;22.36400796;69.83600567;1800;1444;null;null;null;null;;;null;null;null;null;null;
106;20210116154228;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;4856912;2177394;0;0;2;-82;LTE;405;857;63;5318;35;210;-68;-9;268;4;1;4;22.36402105;69.83600789;1800;1444;null;null;null;null;;;null;null;null;null;null;
107;20210116154229;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;4856984;2177577;0;0;2;-82;LTE;405;857;63;5318;35;210;-68;-9;268;4;1;4;22.36403323;69.83601101;1800;1444;null;null;null;null;;;null;null;null;null;null;
108;20210116154230;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;OUT;4893508;2180606;0;0;1;-85;LTE;405;857;63;5318;35;210;-65;-9;274;4;1;4;22.36404524;69.83601309;1800;1444;null;null;null;null;;;null;null;null;null;null;
109;20210116154231;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;4893508;2180606;0;0;1;-85;LTE;405;857;63;5318;35;210;-65;-9;274;4;1;4;22.36405848;69.83601301;1800;1444;null;null;null;null;;;null;null;null;null;null;
110;20210116154232;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4893653;2180813;0;0;1;-85;LTE;405;857;63;5318;35;210;-65;-9;250;4;1;4;22.36407256;69.83601233;1800;1444;null;null;null;null;;;null;null;null;null;null;
111;20210116154233;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;4893693;2180813;0;0;0;2147483647;LTE;405;857;63;5318;35;210;-58;-11;250;4;1;4;22.36408713;69.83601223;1800;1444;null;null;null;null;;;null;null;null;null;null;
112;20210116154234;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4893693;2180813;0;0;0;2147483647;LTE;405;857;63;5318;35;210;-58;-11;250;4;1;4;22.36410083;69.8360113;1800;1444;null;null;null;null;;;null;null;null;null;null;
113;20210116154235;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4893693;2180813;0;0;0;2147483647;LTE;405;857;63;5318;35;210;-58;-11;250;4;1;4;22.36411442;69.83600932;1800;1444;null;null;null;null;;;null;null;null;null;null;
114;20210116154236;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4893693;2180813;0;0;4;-60;LTE;405;857;63;5318;35;210;-58;-9;288;4;1;4;22.36412784;69.83600716;1800;1444;null;null;null;null;;;null;null;null;null;null;
115;20210116154237;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4893965;2180969;0;0;4;-60;LTE;405;857;63;5318;35;210;-58;-9;288;4;1;4;22.36414076;69.83600506;1800;1444;null;null;null;null;;;null;null;null;null;null;
116;20210116154238;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;4897512;2181333;0;0;4;-60;LTE;405;857;63;5318;35;210;-58;-9;288;4;1;4;22.36415384;69.83600355;1800;1444;null;null;null;null;;;null;null;null;null;null;
117;20210116154239;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;4897512;2181333;0;0;5;-59;LTE;405;857;63;5318;35;210;-57;-7;292;4;1;4;22.36416719;69.83600373;1800;1444;null;null;null;null;;;null;null;null;null;null;
118;20210116154240;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4897512;2181333;0;0;5;-59;LTE;405;857;63;5318;35;210;-57;-7;292;4;1;4;22.36418037;69.83600485;1800;1444;null;null;null;null;;;null;null;null;null;null;
119;20210116154241;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4897512;2181333;0;0;5;-59;LTE;405;857;63;5318;35;210;-57;-7;300;4;1;4;22.36419328;69.83600517;1800;1444;null;null;null;null;;;null;null;null;null;null;
120;20210116154242;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4898128;2181782;0;0;4;-59;LTE;405;857;63;5318;35;210;-66;-8;300;4;1;4;22.36420614;69.83600463;1800;1444;null;null;null;null;;;null;null;null;null;null;
121;20210116154243;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;4898128;2181782;0;0;4;-59;LTE;405;857;63;5318;35;210;-66;-8;300;4;1;4;22.36421878;69.8360031;1800;1444;null;null;null;null;;;null;null;null;null;null;
122;20210116154244;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4898128;2181782;0;0;4;-59;LTE;405;857;63;5318;35;210;-66;-8;300;4;1;4;22.36423184;69.83600224;1800;1444;null;null;null;null;;;null;null;null;null;null;
123;20210116154245;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4898211;2181834;0;0;4;-65;LTE;405;857;63;5318;35;210;-63;-8;228;4;1;4;22.36424397;69.83600326;1800;1444;null;null;null;null;;;null;null;null;null;null;
124;20210116154246;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;4898211;2181834;0;0;4;-65;LTE;405;857;63;5318;35;210;-63;-8;228;4;1;4;22.36425522;69.83600463;1800;1444;null;null;null;null;;;null;null;null;null;null;
125;20210116154247;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4898211;2181834;0;0;3;-65;LTE;405;857;63;5318;35;210;-64;-8;286;4;1;4;22.36426659;69.83600516;1800;1444;null;null;null;null;;;null;null;null;null;null;
126;20210116154248;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4898211;2181834;0;0;3;-65;LTE;405;857;63;5318;35;210;-64;-8;286;4;1;4;22.36427748;69.83600579;1800;1444;null;null;null;null;;;null;null;null;null;null;
127;20210116154249;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4898211;2181834;0;0;3;-65;LTE;405;857;63;5318;35;210;-64;-8;286;4;1;4;22.36428966;69.83600692;1800;1444;null;null;null;null;;;null;null;null;null;null;
128;20210116154250;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4898263;2181886;0;0;4;-63;LTE;405;857;63;5318;35;210;-61;-8;266;4;1;4;22.36430089;69.83600848;1800;1444;null;null;null;null;;;null;null;null;null;null;
129;20210116154251;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;4898263;2181886;0;0;4;-63;LTE;405;857;63;5318;35;210;-61;-8;266;4;1;4;22.36431198;69.83600925;1800;1444;null;null;null;null;;;null;null;null;null;null;
130;20210116154252;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4898263;2181886;0;0;4;-63;LTE;405;857;63;5318;35;210;-61;-8;266;4;1;4;22.36432321;69.83601052;1800;1444;null;null;null;null;;;null;null;null;null;null;
131;20210116154253;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4898263;2181886;0;0;5;-56;LTE;405;857;63;5318;35;210;-60;-7;266;4;1;4;22.36433507;69.83601225;1800;1444;null;null;null;null;;;null;null;null;null;null;
132;20210116154254;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4898263;2181886;0;0;5;-56;LTE;405;857;63;5318;35;210;-60;-7;270;4;1;4;22.3643462;69.83601455;1800;1444;null;null;null;null;;;null;null;null;null;null;
133;20210116154255;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4898263;2181886;0;0;5;-56;LTE;405;857;63;5318;35;210;-60;-7;270;4;1;4;22.36435735;69.83601801;1800;1444;null;null;null;null;;;null;null;null;null;null;
134;20210116154256;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4898263;2181886;0;0;4;-56;LTE;405;857;63;5318;35;210;-63;-7;300;4;1;4;22.36436887;69.83602116;1800;1444;null;null;null;null;;;null;null;null;null;null;
135;20210116154257;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4898263;2181886;0;0;4;-56;LTE;405;857;63;5318;35;210;-63;-7;300;4;1;4;22.36438104;69.83602436;1800;1444;null;null;null;null;;;null;null;null;null;null;
136;20210116154258;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4898263;2181886;0;0;4;-56;LTE;405;857;63;5318;35;210;-63;-7;300;4;1;4;22.36439392;69.83602572;1800;1444;null;null;null;null;;;null;null;null;null;null;
137;20210116154259;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4898263;2181886;0;0;3;-67;LTE;405;857;63;5318;35;210;-62;-7;300;4;1;4;22.36440678;69.83602678;1800;1444;null;null;null;null;;;null;null;null;null;null;
138;20210116154300;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4898263;2181886;0;0;3;-67;LTE;405;857;63;5318;35;210;-62;-7;300;4;1;4;22.36441886;69.83602656;1800;1444;null;null;null;null;;;null;null;null;null;null;
139;20210116154301;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;DORMANT;4898263;2181886;0;0;3;-67;LTE;405;857;63;5318;35;210;-62;-7;270;4;1;4;22.36443174;69.83602496;1800;1444;null;null;null;null;;;null;null;null;null;null;
140;20210116154302;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;DORMANT;4898263;2181886;0;0;3;-70;LTE;405;857;63;5318;35;210;-61;-7;270;4;1;4;22.36444534;69.83602322;1800;1444;null;null;null;null;;;null;null;null;null;null;
141;20210116154303;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;DORMANT;4898263;2181886;0;0;3;-70;LTE;405;857;63;5318;35;210;-61;-7;270;4;1;4;22.36445816;69.83602402;1800;1444;null;null;null;null;;;null;null;null;null;null;
142;20210116154304;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;DORMANT;4898263;2181886;0;0;3;-70;LTE;405;857;63;5318;35;210;-61;-7;270;4;1;4;22.36447118;69.83602579;1800;1444;null;null;null;null;;;null;null;null;null;null;
143;20210116154305;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;DORMANT;4898263;2181886;0;0;3;-70;LTE;405;857;63;5318;35;210;-53;-9;300;4;1;4;22.36448445;69.83602699;1800;1444;null;null;null;null;;;null;null;null;null;null;
144;20210116154306;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;DORMANT;4898263;2181886;0;0;3;-70;LTE;405;857;63;5318;35;210;-53;-9;300;4;1;4;22.36449732;69.8360255;1800;1444;null;null;null;null;;;null;null;null;null;null;
145;20210116154307;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;DORMANT;4898263;2181886;0;0;3;-70;LTE;405;857;63;5318;35;210;-53;-9;300;4;1;4;22.3645109;69.83602167;1800;1444;null;null;null;null;;;null;null;null;null;null;
146;20210116154308;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;DORMANT;4898263;2181886;0;0;3;-70;LTE;405;857;63;5318;35;210;-57;-8;300;4;1;4;22.36452504;69.83601643;1800;1444;null;null;null;null;;;null;null;null;null;null;
147;20210116154309;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;DORMANT;4898263;2181886;0;0;3;-70;LTE;405;857;63;5318;35;210;-57;-8;300;4;1;4;22.36453804;69.83601221;1800;1444;null;null;null;null;;;null;null;null;null;null;
148;20210116154310;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;DORMANT;4898263;2181886;0;0;3;-70;LTE;405;857;63;5318;35;210;-57;-8;300;4;1;4;22.36455023;69.83601026;1800;1444;null;null;null;null;;;null;null;null;null;null;
149;20210116154311;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;DORMANT;4898263;2181886;0;0;3;-70;LTE;405;857;63;5318;35;210;-59;-8;300;4;1;4;22.36456329;69.83600933;1800;1444;null;null;null;null;;;null;null;null;null;null;
150;20210116154312;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;DORMANT;4898263;2181886;0;0;3;-70;LTE;405;857;63;5318;35;210;-59;-8;190;4;1;4;22.36457597;69.8360105;1800;1444;null;null;null;null;;;null;null;null;null;null;
151;20210116154313;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;DORMANT;4898263;2181886;0;0;3;-70;LTE;405;857;63;5318;35;210;-59;-8;190;4;1;4;22.36458782;69.83600951;1800;1444;null;null;null;null;;;null;null;null;null;null;
152;20210116154314;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;DORMANT;4898263;2181886;0;0;3;-70;LTE;405;857;63;5318;35;210;-55;-7;224;4;1;4;22.36459955;69.83600749;1800;1444;null;null;null;null;;;null;null;null;null;null;
153;20210116154315;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;DORMANT;4898263;2181886;0;0;3;-70;LTE;405;857;63;5318;35;210;-55;-7;224;4;1;4;22.36461208;69.83600621;1800;1444;null;null;null;null;;;null;null;null;null;null;
154;20210116154316;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;DORMANT;4898263;2181886;0;0;3;-70;LTE;405;857;63;5318;35;210;-55;-7;224;4;1;4;22.36462432;69.83600532;1800;1444;null;null;null;null;;;null;null;null;null;null;
155;20210116154317;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;DORMANT;4898263;2183557;0;0;3;-70;LTE;405;857;63;5318;35;210;-60;-7;300;4;1;4;22.36463593;69.83600587;1800;1444;null;null;null;null;;;null;null;null;null;null;
156;20210116154318;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4899420;2183879;0;0;3;-70;LTE;405;857;63;5318;35;210;-60;-7;300;4;1;4;22.36464813;69.83600678;1800;1444;null;null;null;null;;;null;null;null;null;null;
157;20210116154319;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;4899420;2183879;0;0;0;2147483647;LTE;405;857;63;5318;35;210;-64;-8;300;4;1;4;22.36466165;69.83600513;1800;1444;null;null;null;null;;;null;null;null;null;null;
158;20210116154320;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4899420;2183879;0;0;0;2147483647;LTE;405;857;63;5318;35;210;-64;-8;300;4;1;4;22.36467409;69.8360025;1800;1444;null;null;null;null;;;null;null;null;null;null;
159;20210116154321;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4899420;2183879;0;0;0;2147483647;LTE;405;857;63;5318;35;210;-64;-8;264;4;1;4;22.36468651;69.83600004;1800;1444;null;null;null;null;;;null;null;null;null;null;
160;20210116154322;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4899420;2183879;0;0;0;2147483647;LTE;405;857;63;5318;35;210;-61;-7;264;4;1;4;22.36469882;69.83599946;1800;1444;null;null;null;null;;;null;null;null;null;null;
161;20210116154323;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4899420;2183879;0;0;0;2147483647;LTE;405;857;63;5318;35;210;-61;-7;280;4;1;4;22.36471139;69.83600234;1800;1444;null;null;null;null;;;null;null;null;null;null;
162;20210116154324;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4899420;2183879;0;0;0;2147483647;LTE;405;857;63;5318;35;210;-61;-7;280;4;1;4;22.36472381;69.83600632;1800;1444;null;null;null;null;;;null;null;null;null;null;
163;20210116154325;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4899420;2183879;0;0;0;2147483647;LTE;405;857;63;5318;35;210;-62;-8;280;4;1;4;22.36473582;69.83601145;1800;1444;null;null;null;null;;;null;null;null;null;null;
164;20210116154326;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4899420;2183879;0;0;0;2147483647;LTE;405;857;63;5318;35;210;-62;-8;216;4;1;4;22.36474638;69.83601824;1800;1444;null;null;null;null;;;null;null;null;null;null;
165;20210116154327;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4899612;2185437;0;0;0;2147483647;LTE;405;857;63;5318;35;210;-62;-8;216;4;1;4;22.36475696;69.83602528;1800;1444;null;null;null;null;;;null;null;null;null;null;
166;20210116154328;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;4900169;2185509;0;0;2;-86;LTE;405;857;63;5318;35;210;-64;-8;216;4;1;4;22.36476789;69.83603211;1800;1444;null;null;null;null;;;null;null;null;null;null;
167;20210116154329;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4900169;2185509;0;0;2;-86;LTE;405;857;63;5318;35;210;-64;-8;216;4;1;4;22.36477875;69.83603813;1800;1444;null;null;null;null;;;null;null;null;null;null;
168;20210116154330;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4900169;2185509;0;0;2;-86;LTE;405;857;63;5318;35;210;-64;-8;216;4;1;4;22.36478877;69.83604429;1800;1444;null;null;null;null;;;null;null;null;null;null;
169;20210116154331;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4912797;2191663;0;0;0;2147483647;LTE;405;857;63;5318;35;210;-56;-8;216;4;1;4;22.36479909;69.83605184;1800;1444;null;null;null;null;;;null;null;null;null;null;
170;20210116154332;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;4912797;2191663;0;0;0;2147483647;LTE;405;857;63;5318;35;210;-56;-8;300;4;1;4;22.36480999;69.83605973;1800;1444;null;null;null;null;;;null;null;null;null;null;
171;20210116154333;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;4912917;2191831;0;0;0;2147483647;LTE;405;857;63;5318;35;210;-56;-8;300;4;1;4;22.36481868;69.83606897;1800;1444;null;null;null;null;;;null;null;null;null;null;
172;20210116154334;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;4913037;2191999;0;0;2;-82;LTE;405;857;63;5318;35;210;-65;-8;300;4;1;4;22.3648261;69.83607884;1800;1444;null;null;null;null;;;null;null;null;null;null;
173;20210116154335;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;4913325;2195948;0;0;2;-82;LTE;405;857;63;5318;35;210;-65;-8;226;4;1;4;22.36483197;69.83609118;1800;1444;null;null;null;null;;;null;null;null;null;null;
174;20210116154336;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;5311176;2215808;0;0;2;-82;LTE;405;857;63;5318;35;210;-65;-8;226;4;1;4;22.36483816;69.83610434;1800;1444;null;null;null;null;;;null;null;null;null;null;
175;20210116154337;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;5311176;2215808;0;0;2;-82;LTE;405;857;63;5318;35;210;-63;-7;226;4;1;4;22.36484408;69.83611519;1800;1444;null;null;null;null;;;null;null;null;null;null;
176;20210116154338;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;5311176;2215808;0;0;2;-82;LTE;405;857;63;5318;35;210;-63;-7;226;4;1;4;22.36485103;69.83612465;1800;1444;null;null;null;null;;;null;null;null;null;null;
177;20210116154339;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;5311176;2215808;0;0;2;-82;LTE;405;857;63;5318;35;210;-63;-7;226;4;1;4;22.36485954;69.83613459;1800;1444;null;null;null;null;;;null;null;null;null;null;
178;20210116154340;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;5311176;2215808;0;0;3;-78;LTE;405;857;63;5318;35;210;-67;-8;226;4;1;4;22.36486741;69.83614399;1800;1444;null;null;null;null;;;null;null;null;null;null;
179;20210116154341;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;OUT;5317157;2218467;0;0;3;-78;LTE;405;857;63;5318;35;210;-67;-8;182;4;1;4;22.36487573;69.83615273;1800;1444;null;null;null;null;;;null;null;null;null;null;
180;20210116154342;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;5317515;2218539;0;0;3;-78;LTE;405;857;63;5318;35;210;-67;-8;182;4;1;4;22.36488346;69.83616198;1800;1444;null;null;null;null;;;null;null;null;null;null;
181;20210116154343;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;5317515;2218539;0;0;3;-79;LTE;405;857;63;5318;35;210;-72;-8;148;4;1;4;22.36489087;69.83617115;1800;1444;null;null;null;null;;;null;null;null;null;null;
182;20210116154344;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;5317515;2218539;0;0;3;-79;LTE;405;857;63;5318;35;210;-72;-8;148;4;1;4;22.36489789;69.83618048;1800;1444;null;null;null;null;;;null;null;null;null;null;
183;20210116154345;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;5320106;2221091;0;0;3;-79;LTE;405;857;63;5318;35;210;-72;-8;148;4;1;4;22.36490348;69.83619191;1800;1444;null;null;null;null;;;null;null;null;null;null;
184;20210116154346;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;5322009;2222261;0;0;2;-82;LTE;405;857;63;5318;35;210;-67;-8;148;4;1;4;22.36490763;69.8362044;1800;1444;null;null;null;null;;;null;null;null;null;null;
185;20210116154347;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;5322482;2222962;0;0;2;-82;LTE;405;857;63;5318;35;210;-67;-8;148;4;1;4;22.36491119;69.83621792;1800;1444;null;null;null;null;;;null;null;null;null;null;
186;20210116154348;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;5322482;2222962;0;0;2;-82;LTE;405;857;63;5318;35;210;-67;-8;204;4;1;4;22.36491367;69.83623339;1800;1444;null;null;null;null;;;null;null;null;null;null;
187;20210116154349;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;5322482;2222962;0;0;4;-71;LTE;405;857;63;5318;35;210;-69;-8;204;4;1;4;22.36491604;69.8362487;1800;1444;null;null;null;null;;;null;null;null;null;null;
188;20210116154350;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;5322482;2222962;0;0;4;-71;LTE;405;857;63;5318;35;210;-69;-8;156;4;1;4;22.36491875;69.83626319;1800;1444;null;null;null;null;;;null;null;null;null;null;
189;20210116154351;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;5322482;2222962;0;0;4;-71;LTE;405;857;63;5318;35;210;-69;-8;156;4;1;4;22.36492122;69.83627607;1800;1444;null;null;null;null;;;null;null;null;null;null;
190;20210116154352;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;5322482;2222962;0;0;4;-71;LTE;405;857;63;5318;35;210;-71;-11;124;4;1;4;22.3649235;69.83628825;1800;1444;null;null;null;null;;;null;null;null;null;null;
191;20210116154353;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;5322482;2222962;0;0;4;-71;LTE;405;857;63;5318;35;210;-71;-11;124;4;1;4;22.36492548;69.83629936;1800;1444;null;null;null;null;;;null;null;null;null;null;
192;20210116154354;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;5322482;2222962;0;0;4;-71;LTE;405;857;63;5318;35;210;-71;-11;124;4;1;4;22.36492867;69.83631056;1800;1444;null;null;null;null;;;null;null;null;null;null;
193;20210116154355;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;5322482;2222962;0;0;1;-85;LTE;405;857;63;5318;16;351;-80;-12;124;4;1;4;22.36493268;69.83632274;2300;38750;null;null;null;null;;;null;null;null;null;null;
194;20210116154356;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;5322482;2223037;0;0;1;-85;LTE;405;857;63;5318;16;351;-80;-12;124;4;1;4;22.36493824;69.83633464;2300;38750;null;null;null;null;;;null;null;null;null;null;
195;20210116154358;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;5322738;2223297;0;0;2;-80;LTE;405;857;63;6378;18;26;-83;-15;124;4;1;4;22.36494444;69.83634643;2300;38750;null;null;null;null;;;null;null;null;null;null;
196;20210116154359;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;5322738;2223297;0;0;2;-80;LTE;405;857;63;6378;18;26;-83;-15;136;4;1;4;22.36495474;69.83636934;2300;38750;null;null;null;null;;;null;null;null;null;null;
197;20210116154400;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;5322738;2223297;0;0;2;-78;LTE;405;857;63;6378;18;26;-86;-16;136;4;1;4;22.36495905;69.83638078;2300;38750;null;null;null;null;;;null;null;null;null;null;
198;20210116154401;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;5322738;2223297;0;0;2;-78;LTE;405;857;63;6378;18;26;-86;-16;18;4;1;4;22.36496304;69.83639203;2300;38750;null;null;null;null;;;null;null;null;null;null;
199;20210116154402;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;5323180;2223707;0;0;2;-78;LTE;405;857;63;6378;18;26;-86;-16;18;4;1;4;22.36496743;69.83640374;2300;38750;null;null;null;null;;;null;null;null;null;null;
200;20210116154403;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;INOUT;5323180;2223707;0;0;2;-83;LTE;405;857;63;5318;16;351;-80;-12;18;4;1;4;22.36497147;69.83641506;2300;38750;null;null;null;null;;;null;null;null;null;null;
201;20210116154404;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;5323180;2223707;0;0;2;-83;LTE;405;857;63;5318;16;351;-80;-12;18;4;1;4;22.36497548;69.83642726;2300;38750;null;null;null;null;;;null;null;null;null;null;
202;20210116154405;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;5323180;2223707;0;0;2;-83;LTE;405;857;63;5318;16;351;-80;-12;18;4;1;4;22.36497926;69.83643937;2300;38750;null;null;null;null;;;null;null;null;null;null;
203;20210116154406;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;5323180;2223707;0;0;3;-87;LTE;405;857;63;5318;16;351;-85;-13;18;4;1;4;22.36498304;69.83645164;2300;38750;null;null;null;null;;;null;null;null;null;null;
204;20210116154407;READY;Jio 4G;405857;0;LTE;IDLE;CONNECTED;NONE;5323180;2223707;0;0;3;-87;LTE;405;857;63;5318;16;351;-85;-13;18;4;1;4;22.36498667;69.83646414;2300;38750;null;null;null;null;;;null;null;null;null;null;
