id,sessionid,report,systime,simstate,netopname,netopcode,roaming,nettype,callstate,datastate,dataact,datarx,datatx,nstartid,nstopid,ngsm,numts,nlte,nrssi,nregcells,tech,mcc,mnc,lactac,nodeid,cid,pscpci,rssi,rsrq,rssnr,slev,gps,accur,lat,long,clat,clong,band,arfcn
244,2,167,1610792009818,5,Jio 4G,405857,0,13,0,2,0,4900169,2185509,-1,-1,0,0,2,-86,1,3,405,857,63,5318,35,210,-64,-8,216,4,1,4,22.36477875,69.83603813,-1.0,-1.0,1800,1444
245,2,168,1610792010810,5,Jio 4G,405857,0,13,0,2,0,4900169,2185509,-1,-1,0,0,2,-86,1,3,405,857,63,5318,35,210,-64,-8,216,4,1,4,22.36478877,69.83604429,-1.0,-1.0,1800,1444
246,2,169,1610792011815,5,Jio 4G,405857,0,13,0,2,0,4912797,2191663,-1,-1,0,0,0,2147483647,1,3,405,857,63,5318,35,210,-56,-8,216,4,1,4,22.36479909,69.83605184,-1.0,-1.0,1800,1444
247,2,170,1610792012811,5,Jio 4G,405857,0,13,0,2,3,4912797,2191663,-1,-1,0,0,0,2147483647,1,3,405,857,63,5318,35,210,-56,-8,300,4,1,4,22.36480999,69.83605973,-1.0,-1.0,1800,1444
248,2,171,1610792013809,5,Jio 4G,405857,0,13,0,2,0,4912917,2191831,-1,-1,0,0,0,2147483647,1,3,405,857,63,5318,35,210,-56,-8,300,4,1,4,22.36481868,69.83606897,-1.0,-1.0,1800,1444
249,2,172,1610792014815,5,Jio 4G,405857,0,13,0,2,3,4913037,2191999,-1,-1,0,0,2,-82,1,3,405,857,63,5318,35,210,-65,-8,300,4,1,4,22.3648261,69.83607884,-1.0,-1.0,1800,1444
250,2,173,1610792015818,5,Jio 4G,405857,0,13,0,2,3,4913325,2195948,-1,-1,0,0,2,-82,1,3,405,857,63,5318,35,210,-65,-8,226,4,1,4,22.36483197,69.83609118,-1.0,-1.0,1800,1444
251,2,174,1610792016809,5,Jio 4G,405857,0,13,0,2,3,5311176,2215808,-1,-1,0,0,2,-82,1,3,405,857,63,5318,35,210,-65,-8,226,4,1,4,22.36483816,69.83610434,-1.0,-1.0,1800,1444
252,2,175,1610792017810,5,Jio 4G,405857,0,13,0,2,3,5311176,2215808,-1,-1,0,0,2,-82,1,3,405,857,63,5318,35,210,-63,-7,226,4,1,4,22.36484408,69.83611519,-1.0,-1.0,1800,1444
253,2,176,1610792018808,5,Jio 4G,405857,0,13,0,2,0,5311176,2215808,-1,-1,0,0,2,-82,1,3,405,857,63,5318,35,210,-63,-7,226,4,1,4,22.36485103,69.83612465,-1.0,-1.0,1800,1444
254,2,177,1610792019811,5,Jio 4G,405857,0,13,0,2,0,5311176,2215808,-1,-1,0,0,2,-82,1,3,405,857,63,5318,35,210,-63,-7,226,4,1,4,22.36485954,69.83613459,-1.0,-1.0,1800,1444
255,2,178,1610792020811,5,Jio 4G,405857,0,13,0,2,0,5311176,2215808,-1,-1,0,0,3,-78,1,3,405,857,63,5318,35,210,-67,-8,226,4,1,4,22.36486741,69.83614399,-1.0,-1.0,1800,1444
256,2,179,1610792021809,5,Jio 4G,405857,0,13,0,2,2,5317157,2218467,-1,-1,0,0,3,-78,1,3,405,857,63,5318,35,210,-67,-8,182,4,1,4,22.36487573,69.83615273,-1.0,-1.0,1800,1444
257,2,180,1610792022812,5,Jio 4G,405857,0,13,0,2,3,5317515,2218539,-1,-1,0,0,3,-78,1,3,405,857,63,5318,35,210,-67,-8,182,4,1,4,22.36488346,69.83616198,-1.0,-1.0,1800,1444
258,2,181,1610792023822,5,Jio 4G,405857,0,13,0,2,3,5317515,2218539,-1,-1,0,0,3,-79,1,3,405,857,63,5318,35,210,-72,-8,148,4,1,4,22.36489087,69.83617115,-1.0,-1.0,1800,1444
259,2,182,1610792024814,5,Jio 4G,405857,0,13,0,2,0,5317515,2218539,-1,-1,0,0,3,-79,1,3,405,857,63,5318,35,210,-72,-8,148,4,1,4,22.36489789,69.83618048,-1.0,-1.0,1800,1444
260,2,183,1610792025821,5,Jio 4G,405857,0,13,0,2,3,5320106,2221091,-1,-1,0,0,3,-79,1,3,405,857,63,5318,35,210,-72,-8,148,4,1,4,22.36490348,69.83619191,-1.0,-1.0,1800,1444
261,2,184,1610792026811,5,Jio 4G,405857,0,13,0,2,3,5322009,2222261,-1,-1,0,0,2,-82,1,3,405,857,63,5318,35,210,-67,-8,148,4,1,4,22.36490763,69.8362044,-1.0,-1.0,1800,1444
262,2,185,1610792027808,5,Jio 4G,405857,0,13,0,2,3,5322482,2222962,-1,-1,0,0,2,-82,1,3,405,857,63,5318,35,210,-67,-8,148,4,1,4,22.36491119,69.83621792,-1.0,-1.0,1800,1444
263,2,186,1610792028813,5,Jio 4G,405857,0,13,0,2,3,5322482,2222962,-1,-1,0,0,2,-82,1,3,405,857,63,5318,35,210,-67,-8,204,4,1,4,22.36491367,69.83623339,-1.0,-1.0,1800,1444
264,2,187,1610792029813,5,Jio 4G,405857,0,13,0,2,0,5322482,2222962,-1,-1,0,0,4,-71,1,3,405,857,63,5318,35,210,-69,-8,204,4,1,4,22.36491604,69.8362487,-1.0,-1.0,1800,1444
265,2,188,1610792030813,5,Jio 4G,405857,0,13,0,2,0,5322482,2222962,-1,-1,0,0,4,-71,1,3,405,857,63,5318,35,210,-69,-8,156,4,1,4,22.36491875,69.83626319,-1.0,-1.0,1800,1444
266,2,189,1610792031812,5,Jio 4G,405857,0,13,0,2,0,5322482,2222962,-1,-1,0,0,4,-71,1,3,405,857,63,5318,35,210,-69,-8,156,4,1,4,22.36492122,69.83627607,-1.0,-1.0,1800,1444
267,2,190,1610792032816,5,Jio 4G,405857,0,13,0,2,0,5322482,2222962,-1,-1,0,0,4,-71,1,3,405,857,63,5318,35,210,-71,-11,124,4,1,4,22.3649235,69.83628825,-1.0,-1.0,1800,1444
268,2,191,1610792033899,5,Jio 4G,405857,0,13,0,2,0,5322482,2222962,-1,-1,0,0,4,-71,1,3,405,857,63,5318,35,210,-71,-11,124,4,1,4,22.36492548,69.83629936,-1.0,-1.0,1800,1444
269,2,192,1610792034809,5,Jio 4G,405857,0,13,0,2,0,5322482,2222962,-1,-1,0,0,4,-71,1,3,405,857,63,5318,35,210,-71,-11,124,4,1,4,22.36492867,69.83631056,-1.0,-1.0,1800,1444
270,2,193,1610792035378,5,Jio 4G,405857,0,13,0,2,0,5322482,2222962,-1,-1,0,0,1,-85,1,3,405,857,63,5318,16,351,-80,-12,124,4,1,4,22.36493268,69.83632274,-1.0,-1.0,2300,38750
271,2,194,1610792036812,5,Jio 4G,405857,0,13,0,2,0,5322482,2223037,-1,-1,0,0,1,-85,1,3,405,857,63,5318,16,351,-80,-12,124,4,1,4,22.36493824,69.83633464,-1.0,-1.0,2300,38750
272,2,195,1610792038258,5,Jio 4G,405857,0,13,0,2,3,5322738,2223297,-1,-1,0,0,2,-80,1,3,405,857,63,6378,18,26,-83,-15,124,4,1,4,22.36494444,69.83634643,-1.0,-1.0,2300,38750
273,2,196,1610792039824,5,Jio 4G,405857,0,13,0,2,0,5322738,2223297,-1,-1,0,0,2,-80,1,3,405,857,63,6378,18,26,-83,-15,136,4,1,4,22.36495474,69.83636934,-1.0,-1.0,2300,38750
274,2,197,1610792040811,5,Jio 4G,405857,0,13,0,2,0,5322738,2223297,-1,-1,0,0,2,-78,1,3,405,857,63,6378,18,26,-86,-16,136,4,1,4,22.36495905,69.83638078,-1.0,-1.0,2300,38750
275,2,198,1610792041816,5,Jio 4G,405857,0,13,0,2,0,5322738,2223297,-1,-1,0,0,2,-78,1,3,405,857,63,6378,18,26,-86,-16,18,4,1,4,22.36496304,69.83639203,-1.0,-1.0,2300,38750
276,2,199,1610792042972,5,Jio 4G,405857,0,13,0,2,3,5323180,2223707,-1,-1,0,0,2,-78,1,3,405,857,63,6378,18,26,-86,-16,18,4,1,4,22.36496743,69.83640374,-1.0,-1.0,2300,38750
277,2,200,1610792043823,5,Jio 4G,405857,0,13,0,2,3,5323180,2223707,-1,-1,0,0,2,-83,1,3,405,857,63,5318,16,351,-80,-12,18,4,1,4,22.36497147,69.83641506,-1.0,-1.0,2300,38750
278,2,201,1610792044818,5,Jio 4G,405857,0,13,0,2,0,5323180,2223707,-1,-1,0,0,2,-83,1,3,405,857,63,5318,16,351,-80,-12,18,4,1,4,22.36497548,69.83642726,-1.0,-1.0,2300,38750
279,2,202,1610792045820,5,Jio 4G,405857,0,13,0,2,0,5323180,2223707,-1,-1,0,0,2,-83,1,3,405,857,63,5318,16,351,-80,-12,18,4,1,4,22.36497926,69.83643937,-1.0,-1.0,2300,38750
280,2,203,1610792046824,5,Jio 4G,405857,0,13,0,2,0,5323180,2223707,-1,-1,0,0,3,-87,1,3,405,857,63,5318,16,351,-85,-13,18,4,1,4,22.36498304,69.83645164,-1.0,-1.0,2300,38750
281,2,204,1610792047821,5,Jio 4G,405857,0,13,0,2,0,5323180,2223707,-1,-1,0,0,3,-87,1,3,405,857,63,5318,16,351,-85,-13,18,4,1,4,22.36498667,69.83646414,-1.0,-1.0,2300,38750
282,2,205,1610792048828,5,Jio 4G,405857,0,13,0,2,0,5323180,2223707,-1,-1,0,0,3,-87,1,3,405,857,63,5318,16,351,-85,-13,10,4,1,4,22.36498933,69.83647601,-1.0,-1.0,2300,38750
283,2,206,1610792049812,5,Jio 4G,405857,0,13,0,2,0,5323180,2223707,-1,-1,0,0,3,-80,1,3,405,857,63,5318,16,351,-86,-12,10,4,1,4,22.36499317,69.8364871,-1.0,-1.0,2300,38750
284,2,207,1610792050821,5,Jio 4G,405857,0,13,0,2,0,5323180,2223707,-1,-1,0,0,3,-80,1,3,405,857,63,5318,16,351,-86,-12,10,4,1,4,22.36499764,69.83649923,-1.0,-1.0,2300,38750
285,2,208,1610792051832,5,Jio 4G,405857,0,13,0,2,0,5323396,2223923,-1,-1,0,0,2,-85,1,3,405,857,63,5318,16,351,-82,-12,22,4,1,4,22.36500353,69.83651016,-1.0,-1.0,2300,38750
286,2,209,1610792052814,5,Jio 4G,405857,0,13,0,2,3,5323396,2223923,-1,-1,0,0,2,-85,1,3,405,857,63,5318,16,351,-82,-12,22,4,1,4,22.36500941,69.83652147,-1.0,-1.0,2300,38750
287,2,210,1610792053824,5,Jio 4G,405857,0,13,0,2,0,5323396,2223923,-1,-1,0,0,2,-85,1,3,405,857,63,5318,16,351,-82,-12,22,4,1,4,22.36501323,69.83653252,-1.0,-1.0,2300,38750
288,2,211,1610792055013,5,Jio 4G,405857,0,13,0,2,0,5323436,2224058,-1,-1,0,0,2,-81,1,3,405,857,63,6378,18,26,-85,-13,22,4,1,4,22.36501323,69.83653252,-1.0,-1.0,2300,38750
289,2,212,1610792056009,5,Jio 4G,405857,0,13,0,2,3,5323436,2224058,-1,-1,0,0,2,-81,1,3,405,857,63,6378,18,26,-85,-13,22,4,1,4,22.36501873,69.83654465,-1.0,-1.0,2300,38750
290,2,213,1610792057536,5,Jio 4G,405857,0,13,0,2,0,5323508,2224130,-1,-1,0,0,2,-85,1,3,405,857,63,6378,16,327,-82,-12,30,4,1,4,22.36503161,69.83656823,-1.0,-1.0,2300,38750
291,2,214,1610792058808,5,Jio 4G,405857,0,13,0,2,3,5336313,2232963,-1,-1,0,0,2,-85,1,3,405,857,63,6378,16,327,-82,-12,30,4,1,4,22.36504854,69.83659249,-1.0,-1.0,2300,38750
292,2,215,1610792059820,5,Jio 4G,405857,0,13,0,2,3,5336373,2232963,-1,-1,0,0,3,-87,1,3,405,857,63,6378,16,327,-81,-10,94,4,1,4,22.36505687,69.83660352,-1.0,-1.0,2300,38750
293,2,216,1610792060817,5,Jio 4G,405857,0,13,0,2,0,5336373,2232963,-1,-1,0,0,3,-87,1,3,405,857,63,6378,16,327,-81,-10,94,4,1,4,22.3650659,69.83661472,-1.0,-1.0,2300,38750
294,2,217,1610792061819,5,Jio 4G,405857,0,13,0,2,0,5336373,2232963,-1,-1,0,0,3,-87,1,3,405,857,63,6378,16,327,-81,-10,94,4,1,4,22.36507385,69.83662564,-1.0,-1.0,2300,38750
295,2,218,1610792062814,5,Jio 4G,405857,0,13,0,2,0,5336373,2232963,-1,-1,0,0,2,-85,1,3,405,857,63,6378,16,327,-79,-9,94,4,1,4,22.36508175,69.83663695,-1.0,-1.0,2300,38750
296,2,219,1610792063868,5,Jio 4G,405857,0,13,0,2,0,5336373,2232963,-1,-1,0,0,2,-85,1,3,405,857,63,6378,16,327,-79,-9,94,4,1,4,22.36508882,69.8366486,-1.0,-1.0,2300,38750
297,2,220,1610792064813,5,Jio 4G,405857,0,13,0,2,0,5336373,2232963,-1,-1,0,0,2,-85,1,3,405,857,63,6378,16,327,-79,-9,66,4,1,4,22.36509686,69.83666096,-1.0,-1.0,2300,38750
298,2,221,1610792065811,5,Jio 4G,405857,0,13,0,2,0,5336373,2232963,-1,-1,0,0,3,-87,1,3,405,857,63,6378,16,327,-79,-10,66,4,1,4,22.36510343,69.83667461,-1.0,-1.0,2300,38750
299,2,222,1610792066812,5,Jio 4G,405857,0,13,0,2,0,5336373,2232963,-1,-1,0,0,3,-87,1,3,405,857,63,6378,16,327,-79,-10,66,4,1,4,22.36510953,69.83668814,-1.0,-1.0,2300,38750
300,2,223,1610792067811,5,Jio 4G,405857,0,13,0,2,0,5336373,2232963,-1,-1,0,0,3,-87,1,3,405,857,63,6378,16,327,-79,-10,66,4,1,4,22.3651133,69.83670117,-1.0,-1.0,2300,38750
301,2,224,1610792068808,5,Jio 4G,405857,0,13,0,2,0,5336373,2232963,-1,-1,0,0,3,-85,1,3,405,857,63,6378,16,327,-77,-9,94,4,1,4,22.36511674,69.8367158,-1.0,-1.0,2300,38750
302,2,225,1610792069822,5,Jio 4G,405857,0,13,0,2,0,5336373,2232963,-1,-1,0,0,3,-85,1,3,405,857,63,6378,16,327,-77,-9,94,4,1,4,22.36512091,69.83673076,-1.0,-1.0,2300,38750
303,2,226,1610792070811,5,Jio 4G,405857,0,13,0,2,4,5336373,2232963,-1,-1,0,0,3,-85,1,3,405,857,63,6378,16,327,-77,-9,94,4,1,4,22.36512543,69.83674542,-1.0,-1.0,2300,38750
304,2,227,1610792071822,5,Jio 4G,405857,0,13,0,2,0,5336631,2233329,-1,-1,0,0,2,-79,1,3,405,857,63,6378,48,78,-69,-7,84,4,1,4,22.36513094,69.836759,-1.0,-1.0,850,2568
305,2,228,1610792072810,5,Jio 4G,405857,0,13,0,2,0,5348332,2242022,-1,-1,0,0,2,-79,1,3,405,857,63,6378,48,78,-69,-7,84,4,1,4,22.36513801,69.83677168,-1.0,-1.0,850,2568
306,2,229,1610792073816,5,Jio 4G,405857,0,13,0,2,3,5358661,2244410,-1,-1,0,0,2,-79,1,3,405,857,63,6378,48,78,-69,-7,96,4,1,4,22.36514658,69.83678452,-1.0,-1.0,850,2568
307,2,230,1610792074823,5,Jio 4G,405857,0,13,0,2,3,5358661,2244410,-1,-1,0,0,2,-76,1,3,405,857,63,6378,48,78,-66,-6,96,4,1,4,22.36515479,69.83679597,-1.0,-1.0,850,2568
308,2,231,1610792075810,5,Jio 4G,405857,0,13,0,2,0,5358865,2245885,-1,-1,0,0,2,-76,1,3,405,857,63,6378,48,78,-66,-6,138,4,1,4,22.3651634,69.83680842,-1.0,-1.0,850,2568
309,2,232,1610792076810,5,Jio 4G,405857,0,13,0,2,3,5360043,2246368,-1,-1,0,0,2,-76,1,3,405,857,63,6378,48,78,-66,-6,138,4,1,4,22.36517176,69.83682044,-1.0,-1.0,850,2568
310,2,233,1610792077816,5,Jio 4G,405857,0,13,0,2,3,5360043,2246368,-1,-1,0,0,1,-77,1,3,405,857,63,6378,48,78,-65,-5,158,4,1,4,22.36517764,69.83683363,-1.0,-1.0,850,2568
311,2,234,1610792078813,5,Jio 4G,405857,0,13,0,2,2,5372655,2249825,-1,-1,0,0,1,-77,1,3,405,857,63,6378,48,78,-65,-5,158,4,1,4,22.36518135,69.83684649,-1.0,-1.0,850,2568
312,2,235,1610792079811,5,Jio 4G,405857,0,13,0,2,3,5373848,2250008,-1,-1,0,0,1,-77,1,3,405,857,63,6378,48,78,-65,-5,158,4,1,4,22.36518519,69.83685957,-1.0,-1.0,850,2568
313,2,236,1610792080809,5,Jio 4G,405857,0,13,0,2,3,5373848,2250008,-1,-1,0,0,0,2147483647,1,3,405,857,63,6378,48,78,-63,-6,158,4,1,4,22.36519011,69.83687295,-1.0,-1.0,850,2568
314,2,237,1610792081813,5,Jio 4G,405857,0,13,0,2,0,5373848,2250008,-1,-1,0,0,0,2147483647,1,3,405,857,63,6378,48,78,-63,-6,158,4,1,4,22.36519606,69.83688584,-1.0,-1.0,850,2568
315,2,238,1610792082810,5,Jio 4G,405857,0,13,0,2,0,5373848,2250008,-1,-1,0,0,0,2147483647,1,3,405,857,63,6378,48,78,-63,-6,162,4,1,4,22.36520183,69.83689822,-1.0,-1.0,850,2568
316,2,239,1610792083814,5,Jio 4G,405857,0,13,0,2,0,5373848,2250008,-1,-1,0,0,1,-77,1,3,405,857,63,6378,48,78,-66,-6,162,4,1,4,22.36520819,69.8369102,-1.0,-1.0,850,2568
317,2,240,1610792084810,5,Jio 4G,405857,0,13,0,2,0,5373848,2250008,-1,-1,0,0,1,-77,1,3,405,857,63,6378,48,78,-66,-6,128,4,1,4,22.36521471,69.83692204,-1.0,-1.0,850,2568
318,2,241,1610792085809,5,Jio 4G,405857,0,13,0,2,0,5373848,2250008,-1,-1,0,0,1,-77,1,3,405,857,63,6378,48,78,-66,-6,128,4,1,4,22.36522062,69.83693414,-1.0,-1.0,850,2568
319,2,242,1610792086817,5,Jio 4G,405857,0,13,0,2,0,5373848,2250008,-1,-1,0,0,1,-78,1,3,405,857,63,6378,48,78,-65,-6,218,4,1,4,22.36522643,69.8369463,-1.0,-1.0,850,2568
320,2,243,1610792087809,5,Jio 4G,405857,0,13,0,2,0,5373848,2250008,-1,-1,0,0,1,-78,1,3,405,857,63,6378,48,78,-65,-6,218,4,1,4,22.36523194,69.83695759,-1.0,-1.0,850,2568
321,2,244,1610792088812,5,Jio 4G,405857,0,13,0,2,0,5373848,2250008,-1,-1,0,0,1,-78,1,3,405,857,63,6378,48,78,-65,-6,218,4,1,4,22.36523858,69.8369692,-1.0,-1.0,850,2568
322,2,245,1610792089809,5,Jio 4G,405857,0,13,0,2,0,5374137,2250080,-1,-1,0,0,0,2147483647,1,3,405,857,63,6378,48,78,-61,-5,218,4,1,4,22.36524709,69.83698135,-1.0,-1.0,850,2568
323,2,246,1610792090879,5,Jio 4G,405857,0,13,0,2,3,5374412,2250616,-1,-1,0,0,0,2147483647,1,3,405,857,63,6378,48,78,-61,-5,218,4,1,4,22.36525686,69.8369937,-1.0,-1.0,850,2568
324,2,247,1610792091812,5,Jio 4G,405857,0,13,0,2,3,5375678,2267802,-1,-1,0,0,0,2147483647,1,3,405,857,63,6378,48,78,-61,-5,198,4,1,4,22.36526555,69.83700654,-1.0,-1.0,850,2568
325,2,248,1610792092814,5,Jio 4G,405857,0,13,0,2,3,5375793,2267874,-1,-1,0,0,1,-83,1,3,405,857,63,6378,48,78,-68,-5,198,4,1,4,22.36527238,69.83701969,-1.0,-1.0,850,2568
326,2,249,1610792094026,5,Jio 4G,405857,0,13,0,2,0,5375793,2267874,-1,-1,0,0,1,-83,1,3,405,857,63,6378,48,78,-68,-5,174,4,1,4,22.36527801,69.83703333,-1.0,-1.0,850,2568
327,2,250,1610792095824,5,Jio 4G,405857,0,13,0,2,0,5375793,2267874,-1,-1,0,0,2,-76,1,3,405,857,63,6378,48,78,-72,-7,174,4,1,4,22.36528313,69.83706251,-1.0,-1.0,850,2568
328,2,251,1610792096808,5,Jio 4G,405857,0,13,0,2,0,5375793,2267874,-1,-1,0,0,2,-76,1,3,405,857,63,6378,48,78,-72,-7,174,4,1,4,22.36528538,69.83707788,-1.0,-1.0,850,2568
329,2,252,1610792097808,5,Jio 4G,405857,0,13,0,2,0,5375793,2267874,-1,-1,0,0,2,-76,1,3,405,857,63,6378,48,78,-72,-7,174,4,1,4,22.36528583,69.83709341,-1.0,-1.0,850,2568
330,2,253,1610792098809,5,Jio 4G,405857,0,13,0,2,0,5375793,2267874,-1,-1,0,0,1,-80,1,3,405,857,63,6378,48,78,-69,-6,174,4,1,4,22.36528411,69.83710815,-1.0,-1.0,850,2568
331,2,254,1610792099817,5,Jio 4G,405857,0,13,0,2,0,5375793,2267874,-1,-1,0,0,1,-80,1,3,405,857,63,6378,48,78,-69,-6,174,4,1,4,22.36527933,69.83712285,-1.0,-1.0,850,2568
332,2,255,1610792100808,5,Jio 4G,405857,0,13,0,2,0,5375793,2267874,-1,-1,0,0,1,-80,1,3,405,857,63,6378,48,78,-69,-6,174,4,1,4,22.36527329,69.83713665,-1.0,-1.0,850,2568
333,2,256,1610792101814,5,Jio 4G,405857,0,13,0,2,0,5375793,2267874,-1,-1,0,0,1,-81,1,3,405,857,63,6378,48,78,-70,-7,174,4,1,4,22.36526658,69.83715,-1.0,-1.0,850,2568
334,2,257,1610792102814,5,Jio 4G,405857,0,13,0,2,0,5375793,2267874,-1,-1,0,0,1,-81,1,3,405,857,63,6378,48,78,-70,-7,124,4,1,4,22.36525904,69.83716358,-1.0,-1.0,850,2568
335,2,258,1610792103842,5,Jio 4G,405857,0,13,0,2,4,5375793,2267874,-1,-1,0,0,0,2147483647,1,3,405,857,63,6378,48,78,-64,-6,178,4,1,4,22.36525243,69.83717707,-1.0,-1.0,850,2568
336,2,259,1610792104810,5,Jio 4G,405857,0,13,0,2,4,5375793,2267874,-1,-1,0,0,0,2147483647,1,3,405,857,63,6378,48,78,-64,-6,178,4,1,4,22.36524519,69.83718882,-1.0,-1.0,850,2568
337,2,260,1610792105842,5,Jio 4G,405857,0,13,0,2,4,5375793,2267874,-1,-1,0,0,0,2147483647,1,3,405,857,63,6378,48,78,-64,-6,178,4,1,4,22.36523855,69.83719956,-1.0,-1.0,850,2568
338,2,261,1610792106809,5,Jio 4G,405857,0,13,0,2,4,5375793,2267874,-1,-1,0,0,0,2147483647,1,3,405,857,63,6378,48,78,-66,-6,178,4,1,4,22.36523251,69.83720803,-1.0,-1.0,850,2568
339,2,262,1610792107824,5,Jio 4G,405857,0,13,0,2,4,5375793,2267874,-1,-1,0,0,0,2147483647,1,3,405,857,63,6378,48,78,-66,-6,178,4,1,4,22.36522556,69.83721825,-1.0,-1.0,850,2568
340,2,263,1610792108809,5,Jio 4G,405857,0,13,0,2,4,5375793,2267874,-1,-1,0,0,0,2147483647,1,3,405,857,63,6378,48,78,-66,-6,178,4,1,4,22.36521801,69.83722921,-1.0,-1.0,850,2568
341,2,264,1610792109814,5,Jio 4G,405857,0,13,0,2,4,5375793,2267874,-1,-1,0,0,0,2147483647,1,3,405,857,63,6378,48,78,-67,-10,162,4,1,4,22.36520873,69.83724022,-1.0,-1.0,850,2568
342,2,265,1610792110910,5,Jio 4G,405857,0,13,0,2,4,5375793,2267874,-1,-1,0,0,0,2147483647,1,3,405,857,63,6378,48,78,-67,-10,162,4,1,4,22.36519979,69.8372512,-1.0,-1.0,850,2568
343,2,266,1610792111810,5,Jio 4G,405857,0,13,0,2,4,5375793,2267874,-1,-1,0,0,0,2147483647,1,3,405,857,63,6378,48,78,-67,-10,84,4,1,4,22.36519056,69.83726203,-1.0,-1.0,850,2568
344,2,267,1610792112811,5,Jio 4G,405857,0,13,0,2,0,5375913,2268049,-1,-1,0,0,1,-80,1,3,405,857,63,6378,48,78,-62,-5,84,4,1,4,22.36518162,69.8372719,-1.0,-1.0,850,2568
345,2,268,1610792113809,5,Jio 4G,405857,0,13,0,2,0,5375913,2268049,-1,-1,0,0,1,-80,1,3,405,857,63,6378,48,78,-62,-5,84,4,1,4,22.36517182,69.83728123,-1.0,-1.0,850,2568
346,2,269,1610792114810,5,Jio 4G,405857,0,13,0,2,0,5375913,2268049,-1,-1,0,0,1,-80,1,3,405,857,63,6378,48,78,-62,-5,84,4,1,4,22.36516177,69.83729064,-1.0,-1.0,850,2568
347,2,270,1610792115820,5,Jio 4G,405857,0,13,0,2,0,5375913,2268049,-1,-1,0,0,1,-72,1,3,405,857,63,6378,48,78,-60,-6,130,4,1,4,22.36515422,69.83730002,-1.0,-1.0,850,2568
348,2,271,1610792116831,5,Jio 4G,405857,0,13,0,2,0,5375913,2268049,-1,-1,0,0,1,-72,1,3,405,857,63,6378,48,78,-60,-6,130,4,1,4,22.36514651,69.83730957,-1.0,-1.0,850,2568
349,2,272,1610792117812,5,Jio 4G,405857,0,13,0,2,0,5375913,2268049,-1,-1,0,0,1,-72,1,3,405,857,63,6378,48,78,-60,-6,130,4,1,4,22.36513828,69.83731971,-1.0,-1.0,850,2568
350,2,273,1610792118810,5,Jio 4G,405857,0,13,0,2,0,5375913,2268049,-1,-1,0,0,1,-72,1,3,405,857,63,6378,48,78,-63,-6,142,4,1,4,22.36512987,69.83732982,-1.0,-1.0,850,2568
351,2,274,1610792119808,5,Jio 4G,405857,0,13,0,2,0,5375913,2268049,-1,-1,0,0,1,-72,1,3,405,857,63,6378,48,78,-63,-6,142,4,1,4,22.36512127,69.83733861,-1.0,-1.0,850,2568
352,2,275,1610792120813,5,Jio 4G,405857,0,13,0,2,0,5375913,2268049,-1,-1,0,0,1,-72,1,3,405,857,63,6378,48,78,-63,-6,180,4,1,4,22.36511242,69.83734703,-1.0,-1.0,850,2568
353,2,276,1610792121810,5,Jio 4G,405857,0,13,0,2,0,5375913,2268049,-1,-1,0,0,3,-68,1,3,405,857,63,6378,48,78,-58,-6,180,4,1,4,22.3651044,69.83735578,-1.0,-1.0,850,2568
354,2,277,1610792122821,5,Jio 4G,405857,0,13,0,2,0,5375913,2268049,-1,-1,0,0,3,-68,1,3,405,857,63,6378,48,78,-58,-6,180,4,1,4,22.36509709,69.83736594,-1.0,-1.0,850,2568
355,2,278,1610792123813,5,Jio 4G,405857,0,13,0,2,0,5375973,2268152,-1,-1,0,0,3,-68,1,3,405,857,63,6378,48,78,-58,-6,180,4,1,4,22.36509075,69.83737666,-1.0,-1.0,850,2568
356,2,279,1610792124817,5,Jio 4G,405857,0,13,0,2,3,5375973,2268152,-1,-1,0,0,2,-75,1,3,405,857,63,6378,48,78,-64,-6,182,4,1,4,22.36508493,69.8373878,-1.0,-1.0,850,2568
357,2,280,1610792125814,5,Jio 4G,405857,0,13,0,2,0,5375973,2268152,-1,-1,0,0,2,-75,1,3,405,857,63,6378,48,78,-64,-6,182,4,1,4,22.36507834,69.83739974,-1.0,-1.0,850,2568
358,2,281,1610792126811,5,Jio 4G,405857,0,13,0,2,0,5375973,2268152,-1,-1,0,0,2,-75,1,3,405,857,63,6378,48,78,-64,-6,182,4,1,4,22.36507229,69.83741024,-1.0,-1.0,850,2568
359,2,282,1610792127816,5,Jio 4G,405857,0,13,0,2,0,5375973,2268152,-1,-1,0,0,2,-71,1,3,405,857,63,6378,48,78,-62,-6,156,4,1,4,22.36506473,69.8374208,-1.0,-1.0,850,2568
360,2,283,1610792128808,5,Jio 4G,405857,0,13,0,2,0,5375973,2268152,-1,-1,0,0,2,-71,1,3,405,857,63,6378,48,78,-62,-6,156,4,1,4,22.36505728,69.83743074,-1.0,-1.0,850,2568
361,2,284,1610792129827,5,Jio 4G,405857,0,13,0,2,0,5375973,2269075,-1,-1,0,0,2,-71,1,3,405,857,63,6378,48,78,-62,-6,192,4,1,4,22.36505021,69.83744106,-1.0,-1.0,850,2568
362,2,285,1610792130808,5,Jio 4G,405857,0,13,0,2,3,5405527,2270843,-1,-1,0,0,2,-69,1,3,405,857,63,6378,48,78,-56,-6,192,4,1,4,22.36504357,69.83745432,-1.0,-1.0,850,2568
